날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
2025-05-07,10,에이티즈 월드 투어 [투워즈 더 라이트 : 윌 투 파워] 인 시네마 ,2025-05-07,3095,3095,77375000
2025-05-08,1,야당,2025-04-16,31787,2739485,294744680
2025-05-08,2,썬더볼츠＊,2025-04-30,15054,679024,151016300
2025-05-08,3,파과,2025-04-30,14047,291157,128113800
2025-05-08,4,거룩한 밤: 데몬 헌터스,2025-04-30,10743,666093,98320300
2025-05-08,5,바이러스,2025-05-07,6585,23808,55775960
2025-05-08,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,5586,1103962,49328040
2025-05-08,7,해피엔드,2025-04-30,3110,43186,28830400
2025-05-08,8,미션 임파서블: 파이널 레코닝,2025-05-17,2968,2968,28440000
2025-05-08,9,괴수 8호: 미션 리컨,2025-05-07,2631,11341,24231500
2025-05-08,10,기동전사 건담 역습의 샤아,2025-05-07,1868,6361,17787900
2025-05-09,1,야당,2025-04-16,51585,2791070,498769780
2025-05-09,2,썬더볼츠＊,2025-04-30,28948,707972,292502840
2025-05-09,3,파과,2025-04-30,21802,312959,207665500
2025-05-09,4,거룩한 밤: 데몬 헌터스,2025-04-30,15475,681568,146051300
2025-05-09,5,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,10935,1114897,98340380
2025-05-09,6,바이러스,2025-05-07,9028,32836,78423500
2025-05-09,7,해피엔드,2025-04-30,4422,47608,43229800
2025-05-09,8,괴수 8호: 미션 리컨,2025-05-07,3377,14718,32970300
2025-05-09,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2837,843514,33662360
2025-05-09,10,기동전사 건담 역습의 샤아,2025-05-07,2541,8902,24669300
2025-05-10,1,야당,2025-04-16,107982,2899052,1045254440
2025-05-10,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,60383,1175280,564896450
2025-05-10,3,썬더볼츠＊,2025-04-30,54647,762619,563912530
2025-05-10,4,파과,2025-04-30,43769,356728,437464600
2025-05-10,5,거룩한 밤: 데몬 헌터스,2025-04-30,29831,711399,296658020
2025-05-10,6,바이러스,2025-05-07,12024,44860,116314700
2025-05-10,7,극장판 귀멸의 칼날: 무한열차편,2021-01-27,11877,2201021,124250700
2025-05-10,8,배드 가이즈,2022-05-04,9925,410254,99250000
2025-05-10,9,괴수 8호: 미션 리컨,2025-05-07,6883,21601,66563020
2025-05-10,10,해피엔드,2025-04-30,5495,53103,56450200
2025-05-11,1,야당,2025-04-16,82863,2981915,803414920
2025-05-11,2,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,61586,1236866,572268620
2025-05-11,3,썬더볼츠＊,2025-04-30,41362,803981,421075990
2025-05-11,4,파과,2025-04-30,37649,394377,374973130
2025-05-11,5,거룩한 밤: 데몬 헌터스,2025-04-30,22214,733613,218445700
2025-05-11,6,바이러스,2025-05-07,10313,55173,102097800
2025-05-11,7,극장판 귀멸의 칼날: 무한열차편,2021-01-27,6073,2207094,63968100
2025-05-11,8,괴수 8호: 미션 리컨,2025-05-07,5745,27346,55081500
2025-05-11,9,해피엔드,2025-04-30,5034,58137,49960260
2025-05-11,10,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,4718,853145,49471220
2025-05-12,1,야당,2025-04-16,28690,3010605,271663520
2025-05-12,2,파과,2025-04-30,12447,406824,115360200
2025-05-12,3,썬더볼츠＊,2025-04-30,11401,815382,117454730
2025-05-12,4,거룩한 밤: 데몬 헌터스,2025-04-30,6449,740062,61657800
2025-05-12,5,바이러스,2025-05-07,4296,59469,37212100
2025-05-12,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,3477,1240343,32541280
2025-05-12,7,해피엔드,2025-04-30,2652,60789,25146900
2025-05-12,8,극장판 귀멸의 칼날: 무한열차편,2021-01-27,1907,2209001,19444300
2025-05-12,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1591,854736,17453300
2025-05-12,10,괴수 8호: 미션 리컨,2025-05-07,1487,28833,14000700
2025-05-13,1,야당,2025-04-16,25579,3036184,241595520
2025-05-13,2,파과,2025-04-30,12782,419606,115483800
2025-05-13,3,썬더볼츠＊,2025-04-30,11010,826392,111811660
2025-05-13,4,거룩한 밤: 데몬 헌터스,2025-04-30,5941,746003,54930500
2025-05-13,5,바이러스,2025-05-07,4993,64462,40878200
2025-05-13,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,3519,1243862,32142400
2025-05-13,7,위드 러브,2025-05-14,2830,2830,19810000
2025-05-13,8,해피엔드,2025-04-30,2465,63254,23536800
2025-05-13,9,극장판 귀멸의 칼날: 무한열차편,2021-01-27,1510,2210511,15514700
2025-05-13,10,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1381,856117,15076100
2025-05-14,1,야당,2025-04-16,27555,3063739,258084520
2025-05-14,2,파과,2025-04-30,12942,432548,118349700
2025-05-14,3,썬더볼츠＊,2025-04-30,12230,838622,114804800
2025-05-14,4,파이널 데스티네이션 블러드라인,2025-05-14,8431,11793,80363200
2025-05-14,5,거룩한 밤: 데몬 헌터스,2025-04-30,5324,751327,48262600
2025-05-14,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,3606,1247468,32285000
2025-05-14,7,"다시 만날, 조국",2025-05-14,3536,4649,31453800
2025-05-14,8,해피엔드,2025-04-30,3068,66322,29036400
2025-05-14,9,바이러스,2025-05-07,2308,66770,18945300
2025-05-14,10,세븐 베일즈	,2025-05-14,2099,2668,13843700
2025-05-15,1,야당,2025-04-16,28998,3092737,271368800
2025-05-15,2,파과,2025-04-30,14641,447189,137470700
2025-05-15,3,썬더볼츠＊,2025-04-30,11750,850372,108940260
2025-05-15,4,파이널 데스티네이션 블러드라인,2025-05-14,7042,18835,68441420
2025-05-15,5,거룩한 밤: 데몬 헌터스,2025-04-30,6728,758055,61597100
2025-05-15,6,해피엔드,2025-04-30,3625,69947,33626760
2025-05-15,7,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,2891,1250359,25596200
2025-05-15,8,"다시 만날, 조국",2025-05-14,2314,6963,20272100
2025-05-15,9,바이러스,2025-05-07,2094,68864,17499000
2025-05-15,10,극장판 귀멸의 칼날: 무한열차편,2021-01-27,1381,2213329,14185400
2025-05-16,1,야당,2025-04-16,38909,3131646,377798900
2025-05-16,2,썬더볼츠＊,2025-04-30,17556,867928,167777300
2025-05-16,3,파과,2025-04-30,16705,463894,162747600
2025-05-16,4,파이널 데스티네이션 블러드라인,2025-05-14,10134,28969,102496400
2025-05-16,5,거룩한 밤: 데몬 헌터스,2025-04-30,7549,765604,70721100
2025-05-16,6,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,6881,1257240,60748800
2025-05-16,7,해피엔드,2025-04-30,3182,73129,32103000
2025-05-16,8,라이즈 오디세이 프리미어 인 시네마, ,3120,4378,18720000
2025-05-16,9,"다시 만날, 조국",2025-05-14,2678,9641,24293100
2025-05-16,10,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,2365,861227,26599100
2025-05-17,1,미션 임파서블: 파이널 레코닝,2025-05-17,423889,427481,4253368710
2025-05-17,2,야당,2025-04-16,42905,3174551,416317300
2025-05-17,3,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,26400,1283640,245159000
2025-05-17,4,파과,2025-04-30,14054,477948,137984700
2025-05-17,5,썬더볼츠＊,2025-04-30,11591,879519,114567760
2025-05-17,6,파이널 데스티네이션 블러드라인,2025-05-14,10257,39226,104080860
2025-05-17,7,라이즈 오디세이 프리미어 인 시네마, ,5723,10101,34338000
2025-05-17,8,해피엔드,2025-04-30,3493,76622,34954700
2025-05-17,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,3420,864647,38670900
2025-05-17,10,거룩한 밤: 데몬 헌터스,2025-04-30,2739,768343,25931800
2025-05-18,1,미션 임파서블: 파이널 레코닝,2025-05-17,335564,763045,3349207810
2025-05-18,2,야당,2025-04-16,35029,3209580,345495500
2025-05-18,3,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,30198,1313838,279429480
2025-05-18,4,파과,2025-04-30,15987,493935,171339700
2025-05-18,5,썬더볼츠＊,2025-04-30,9722,889241,94589900
2025-05-18,6,파이널 데스티네이션 블러드라인,2025-05-14,7166,46392,73820660
2025-05-18,7,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,4035,868682,45336600
2025-05-18,8,해피엔드,2025-04-30,3220,79842,31908500
2025-05-18,9,라이즈 오디세이 프리미어 인 시네마, ,2717,12818,16302000
2025-05-18,10,"다시 만날, 조국",2025-05-14,2345,14540,22549320
2025-05-19,1,미션 임파서블: 파이널 레코닝,2025-05-17,107449,870494,1049728960
2025-05-19,2,야당,2025-04-16,14151,3223731,135104500
2025-05-19,3,파과,2025-04-30,4970,498905,47623520
2025-05-19,4,파이널 데스티네이션 블러드라인,2025-05-14,3604,49996,36029500
2025-05-19,5,썬더볼츠＊,2025-04-30,3393,892634,32516900
2025-05-19,6,"다시 만날, 조국",2025-05-14,1655,16195,14673800
2025-05-19,7,해피엔드,2025-04-30,1586,81428,15273200
2025-05-19,8,거룩한 밤: 데몬 헌터스,2025-04-30,1324,771744,11514100
2025-05-19,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1322,870004,15273700
2025-05-19,10,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,1196,1315034,11235400
2025-05-20,1,미션 임파서블: 파이널 레코닝,2025-05-17,101189,971683,997174710
2025-05-20,2,야당,2025-04-16,12485,3236216,118881900
2025-05-20,3,파과,2025-04-30,4803,503708,45923900
2025-05-20,4,파이널 데스티네이션 블러드라인,2025-05-14,3195,53191,31722400
2025-05-20,5,썬더볼츠＊,2025-04-30,3171,895805,31183020
2025-05-20,6,"다시 만날, 조국",2025-05-14,3013,19208,25532700
2025-05-20,7,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1537,871541,17694100
2025-05-20,8,해피엔드,2025-04-30,1396,82824,13429800
2025-05-20,9,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,1314,1316348,11538900
2025-05-20,10,거룩한 밤: 데몬 헌터스,2025-04-30,1159,772903,10508000
2025-05-21,1,미션 임파서블: 파이널 레코닝,2025-05-17,96073,1067756,936411220
2025-05-21,2,릴로 & 스티치,2025-05-21,18329,19222,172679150
2025-05-21,3,야당,2025-04-16,12177,3248393,116217320
2025-05-21,4,파과,2025-04-30,4881,508589,46067000
2025-05-21,5,썬더볼츠＊,2025-04-30,2805,898610,26607200
2025-05-21,6,해피엔드,2025-04-30,2673,85497,24833560
2025-05-21,7,주차금지,2025-05-21,2520,2953,16284900
2025-05-21,8,파이널 데스티네이션 블러드라인,2025-05-14,2335,55526,23157000
2025-05-21,9,"부정선거, 신의 작품인가",2025-05-21,2066,3005,15722700
2025-05-21,10,그리드맨 유니버스,2025-05-21,1608,1912,10704850
2025-05-22,1,미션 임파서블: 파이널 레코닝,2025-05-17,84519,1152275,823454910
2025-05-22,2,릴로 & 스티치,2025-05-21,12095,31317,113064100
2025-05-22,3,야당,2025-04-16,10899,3259292,104890900
2025-05-22,4,나를 모르는 그녀의 세계에서,2025-05-22,4635,6986,34858300
2025-05-22,5,"부정선거, 신의 작품인가",2025-05-21,4120,7125,35634960
2025-05-22,6,파과,2025-04-30,3782,512371,35515900
2025-05-22,7,썬더볼츠＊,2025-04-30,2497,901107,23533600
2025-05-22,8,파이널 데스티네이션 블러드라인,2025-05-14,2150,57676,21705600
2025-05-22,9,해피엔드,2025-04-30,1746,87243,16465600
2025-05-22,10,주차금지,2025-05-21,1629,4582,11810960
2025-05-23,1,미션 임파서블: 파이널 레코닝,2025-05-17,133298,1285573,1365168840
2025-05-23,2,릴로 & 스티치,2025-05-21,18751,50068,189095380
2025-05-23,3,야당,2025-04-16,13776,3273068,136873500
2025-05-23,4,파과,2025-04-30,4866,517237,47448200
2025-05-23,5,"부정선거, 신의 작품인가",2025-05-21,3657,10782,32939250
2025-05-23,6,썬더볼츠＊,2025-04-30,3486,904593,33924600
2025-05-23,7,나를 모르는 그녀의 세계에서,2025-05-22,3249,10235,28533800
2025-05-23,8,파이널 데스티네이션 블러드라인,2025-05-14,3150,60826,32813900
2025-05-23,9,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,1866,876120,21973900
2025-05-23,10,해피엔드,2025-04-30,1862,89105,18741510
2025-05-24,1,미션 임파서블: 파이널 레코닝,2025-05-17,309938,1595511,3116461280
2025-05-24,2,릴로 & 스티치,2025-05-21,73812,123880,705194840
2025-05-24,3,야당,2025-04-16,26858,3299926,266355920
2025-05-24,4,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,12163,1331875,113523040
2025-05-24,5,파과,2025-04-30,8135,525372,80396700
2025-05-24,6,"부정선거, 신의 작품인가",2025-05-21,6388,17170,59560500
2025-05-24,7,파이널 데스티네이션 블러드라인,2025-05-14,5662,66488,58233550
2025-05-24,8,썬더볼츠＊,2025-04-30,5084,909677,51536800
2025-05-24,9,나를 모르는 그녀의 세계에서,2025-05-22,4483,14718,43037100
2025-05-24,10,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,4324,880444,52234680
2025-05-25,1,미션 임파서블: 파이널 레코닝,2025-05-17,244898,1840409,2447473960
2025-05-25,2,릴로 & 스티치,2025-05-21,64909,188789,617955750
2025-05-25,3,야당,2025-04-16,21306,3321232,211201400
2025-05-25,4,A MINECRAFT MOVIE 마인크래프트 무비,2025-04-26,12434,1344309,115133280
2025-05-25,5,파과,2025-04-30,6650,532022,66171500
2025-05-25,6,"부정선거, 신의 작품인가",2025-05-21,5777,22947,54567350
2025-05-25,7,나를 모르는 그녀의 세계에서,2025-05-22,4090,18808,38786700
