날짜,순위,영화명,개봉일,일일관객수,누적관객수,일일매출액
2025-07-15,6,드래곤 길들이기,2025-06-06,3953,1765655,38218600
2025-07-15,7,엘리오,2025-06-18,1785,594715,13877400
2025-07-15,8,신명,2025-06-02,1631,779927,13316900
2025-07-15,9,전지적 독자 시점,2025-07-23,1048,1048,12328000
2025-07-15,10,무명 無名,2025-06-25,975,61049,9042900
2025-07-16,1,명탐정 코난: 척안의 잔상,2025-07-16,71522,80934,690420390
2025-07-16,2,F1 더 무비,2025-06-25,38208,1502884,417237610
2025-07-16,3,킹 오브 킹스,2025-07-16,37732,50992,345561430
2025-07-16,4,노이즈,2025-06-25,27070,1263604,263894440
2025-07-16,5,쥬라기 월드: 새로운 시작,2025-07-02,26080,1815152,239881080
2025-07-16,6,슈퍼맨,2025-07-09,22721,623971,216284180
2025-07-16,7,28년 후,2025-06-19,11122,361365,108086300
2025-07-16,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,5058,17264,36266400
2025-07-16,9,메간 2.0,2025-07-16,2905,3181,27028600
2025-07-16,10,커미션,2025-07-16,2688,3063,15861500
2025-07-17,1,F1 더 무비,2025-06-25,37882,1540766,413543780
2025-07-17,2,명탐정 코난: 척안의 잔상,2025-07-16,35701,116635,342634550
2025-07-17,3,킹 오브 킹스,2025-07-16,34034,85026,310305720
2025-07-17,4,노이즈,2025-06-25,24865,1288469,243051900
2025-07-17,5,쥬라기 월드: 새로운 시작,2025-07-02,24124,1839276,222728690
2025-07-17,6,슈퍼맨,2025-07-09,19295,643266,185389410
2025-07-17,7,이상한 집,2025-07-17,3731,3731,31637900
2025-07-17,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,2978,20242,22461300
2025-07-17,9,드래곤 길들이기,2025-06-06,2242,1769551,18870550
2025-07-17,10,메간 2.0,2025-07-16,2147,5328,20273300
2025-07-18,1,F1 더 무비,2025-06-25,67613,1608379,760337380
2025-07-18,2,노이즈,2025-06-25,53284,1341753,535545120
2025-07-18,3,명탐정 코난: 척안의 잔상,2025-07-16,45734,162369,453686050
2025-07-18,4,킹 오브 킹스,2025-07-16,40476,125502,382715920
2025-07-18,5,쥬라기 월드: 새로운 시작,2025-07-02,35557,1874833,344023090
2025-07-18,6,슈퍼맨,2025-07-09,27802,671068,277324110
2025-07-18,7,이상한 집,2025-07-17,3957,7688,37374800
2025-07-18,8,극장판 도라에몽: 진구의 그림이야기,2025-07-16,3871,24113,32268900
2025-07-18,9,괴기열차,2025-07-09,3611,83266,33117200
2025-07-18,10,메간 2.0,2025-07-16,3060,8388,29571850
2025-07-19,1,F1 더 무비,2025-06-25,138875,1747254,1529334790
2025-07-19,2,킹 오브 킹스,2025-07-16,134857,260359,1271583360
2025-07-19,3,명탐정 코난: 척안의 잔상,2025-07-16,90413,252782,884997540
2025-07-19,4,쥬라기 월드: 새로운 시작,2025-07-02,89799,1964632,866227030
2025-07-19,5,노이즈,2025-06-25,73677,1415430,732469510
2025-07-19,6,슈퍼맨,2025-07-09,57253,728321,569233490
2025-07-19,7,극장판 도라에몽: 진구의 그림이야기,2025-07-16,12257,36370,107079100
2025-07-19,8,괴기열차,2025-07-09,5283,88549,49403700
2025-07-19,9,이상한 집,2025-07-17,4076,11764,37962900
2025-07-19,10,메간 2.0,2025-07-16,4050,12438,38930600
2025-07-20,1,킹 오브 킹스,2025-07-16,128040,388399,1239556340
2025-07-20,2,F1 더 무비,2025-06-25,126389,1873643,1378519980
2025-07-20,3,쥬라기 월드: 새로운 시작,2025-07-02,74107,2038739,712288370
2025-07-20,4,명탐정 코난: 척안의 잔상,2025-07-16,71319,324101,699444840
2025-07-20,5,노이즈,2025-06-25,64715,1480145,643960960
2025-07-20,6,슈퍼맨,2025-07-09,46873,775194,464528100
2025-07-20,7,극장판 도라에몽: 진구의 그림이야기,2025-07-16,11687,48057,103488300
2025-07-20,8,괴기열차,2025-07-09,3986,92535,35999000
2025-07-20,9,이상한 집,2025-07-17,3578,15342,33267400
2025-07-20,10,메간 2.0,2025-07-16,3452,15890,33649200
2025-07-21,1,F1 더 무비,2025-06-25,50921,1924564,544933480
2025-07-21,2,명탐정 코난: 척안의 잔상,2025-07-16,29196,353297,276717050
2025-07-21,3,킹 오브 킹스,2025-07-16,27646,416045,250242750
2025-07-21,4,노이즈,2025-06-25,27182,1507327,261788750
2025-07-21,5,쥬라기 월드: 새로운 시작,2025-07-02,19921,2058660,185786220
2025-07-21,6,슈퍼맨,2025-07-09,14061,789255,136150580
2025-07-21,7,전지적 독자 시점,2025-07-23,3142,4768,28566000
2025-07-21,8,괴기열차,2025-07-09,2231,94766,19820300
2025-07-21,9,극장판 도라에몽: 진구의 그림이야기,2025-07-16,1833,49890,15926600
2025-07-21,10,메간 2.0,2025-07-16,1803,17693,16885300
2025-07-22,1,F1 더 무비,2025-06-25,53571,1978135,579052340
2025-07-22,2,킹 오브 킹스,2025-07-16,27968,444013,250299400
2025-07-22,3,명탐정 코난: 척안의 잔상,2025-07-16,25704,379001,243381820
2025-07-22,4,노이즈,2025-06-25,24353,1531680,234830660
2025-07-22,5,쥬라기 월드: 새로운 시작,2025-07-02,18222,2076882,168585920
2025-07-22,6,슈퍼맨,2025-07-09,12705,801960,123127760
2025-07-22,7,괴기열차,2025-07-09,2107,96873,18243500
2025-07-22,8,커미션,2025-07-16,2033,11601,10366700
2025-07-22,9,극장판 도라에몽: 진구의 그림이야기,2025-07-16,1902,51792,16388600
2025-07-22,10,메간 2.0,2025-07-16,1796,19489,16627100
2025-07-23,1,전지적 독자 시점,2025-07-23,122476,127416,1135914640
2025-07-23,2,F1 더 무비,2025-06-25,40786,2018921,397913920
2025-07-23,3,명탐정 코난: 척안의 잔상,2025-07-16,26837,405838,243114320
2025-07-23,4,킹 오브 킹스,2025-07-16,22317,466330,198363970
2025-07-23,5,노이즈,2025-06-25,16914,1548594,161840610
2025-07-23,6,쥬라기 월드: 새로운 시작,2025-07-02,11888,2088770,107609960
2025-07-23,7,슈퍼맨,2025-07-09,7858,809818,73413040
2025-07-23,8,좀비딸,2025-07-30,3257,4734,29533000
2025-07-23,9,극장판 도라에몽: 진구의 그림이야기,2025-07-16,2976,54768,21638400
2025-07-23,10,대탈출 : 더 스토리 특별판,2025-07-23,1583,1583,15723500
2025-07-24,1,전지적 독자 시점,2025-07-23,73102,200518,665401920
2025-07-24,2,판타스틱 4: 새로운 출발,2025-07-24,72687,73313,724521830
2025-07-24,3,F1 더 무비,2025-06-25,34642,2053563,335886890
2025-07-24,4,킹 오브 킹스,2025-07-16,24062,490392,214001660
2025-07-24,5,명탐정 코난: 척안의 잔상,2025-07-16,17743,423581,163178220
2025-07-24,6,노이즈,2025-06-25,13493,1562087,130286610
2025-07-24,7,쥬라기 월드: 새로운 시작,2025-07-02,8020,2096790,73602760
2025-07-24,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,7890,14564,59456200
2025-07-24,9,좀비딸,2025-07-30,6487,11221,58968000
2025-07-24,10,슈퍼맨,2025-07-09,4246,814064,39735920
2025-07-25,1,전지적 독자 시점,2025-07-23,80688,281206,829372410
2025-07-25,2,판타스틱 4: 새로운 출발,2025-07-24,61400,134713,701593320
2025-07-25,3,F1 더 무비,2025-06-25,58786,2112349,630541140
2025-07-25,4,킹 오브 킹스,2025-07-16,31214,521606,296350320
2025-07-25,5,명탐정 코난: 척안의 잔상,2025-07-16,21039,444620,215372550
2025-07-25,6,노이즈,2025-06-25,16874,1578961,181073000
2025-07-25,7,좀비딸,2025-07-30,10489,21710,93977000
2025-07-25,8,쥬라기 월드: 새로운 시작,2025-07-02,10089,2106879,99634520
2025-07-25,9,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,6935,21499,57714400
2025-07-25,10,슈퍼맨,2025-07-09,5395,819459,55901800
2025-07-26,1,전지적 독자 시점,2025-07-23,185014,466220,1947479780
2025-07-26,2,F1 더 무비,2025-06-25,141590,2253939,1580343850
2025-07-26,3,판타스틱 4: 새로운 출발,2025-07-24,115275,249988,1340216350
2025-07-26,4,킹 오브 킹스,2025-07-16,99405,621011,978777056
2025-07-26,5,명탐정 코난: 척안의 잔상,2025-07-16,41115,485735,435191070
2025-07-26,6,노이즈,2025-06-25,31225,1610186,336194410
2025-07-26,7,쥬라기 월드: 새로운 시작,2025-07-02,28107,2134986,292287120
2025-07-26,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,22880,44379,224277420
2025-07-26,9,슈퍼맨,2025-07-09,11264,830723,121392970
2025-07-26,10,배드 가이즈 2,2025-07-30,9734,10736,97340000
2025-07-27,1,전지적 독자 시점,2025-07-23,161585,627805,1692330330
2025-07-27,2,F1 더 무비,2025-06-25,139760,2393699,1521982450
2025-07-27,3,킹 오브 킹스,2025-07-16,109051,730062,1077770960
2025-07-27,4,판타스틱 4: 새로운 출발,2025-07-24,92345,342333,1038785470
2025-07-27,5,명탐정 코난: 척안의 잔상,2025-07-16,37450,523185,389081760
2025-07-27,6,노이즈,2025-06-25,27614,1637800,296196710
2025-07-27,7,쥬라기 월드: 새로운 시작,2025-07-02,27523,2162509,280560300
2025-07-27,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,24731,69110,241177560
2025-07-27,9,슈퍼맨,2025-07-09,10491,841214,111357990
2025-07-27,10,극장판 도라에몽: 진구의 그림이야기,2025-07-16,6906,71949,69809100
2025-07-28,1,F1 더 무비,2025-06-25,63659,2457358,660060750
2025-07-28,2,전지적 독자 시점,2025-07-23,59669,687474,587435170
2025-07-28,3,킹 오브 킹스,2025-07-16,36397,766459,342355040
2025-07-28,4,판타스틱 4: 새로운 출발,2025-07-24,34121,376454,365300120
2025-07-28,5,명탐정 코난: 척안의 잔상,2025-07-16,19627,542812,196577080
2025-07-28,6,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,13355,82465,124628060
2025-07-28,7,노이즈,2025-06-25,13287,1651087,135474700
2025-07-28,8,쥬라기 월드: 새로운 시작,2025-07-02,11961,2174470,115909750
2025-07-28,9,슈퍼맨,2025-07-09,4812,846026,48125700
2025-07-28,10,극장판 도라에몽: 진구의 그림이야기,2025-07-16,4378,76327,41149000
2025-07-29,1,F1 더 무비,2025-06-25,62129,2519487,633185930
2025-07-29,2,전지적 독자 시점,2025-07-23,54880,742354,523181410
2025-07-29,3,킹 오브 킹스,2025-07-16,37752,804211,347699530
2025-07-29,4,판타스틱 4: 새로운 출발,2025-07-24,29823,406277,312074730
2025-07-29,5,명탐정 코난: 척안의 잔상,2025-07-16,18785,561597,184786260
2025-07-29,6,쥬라기 월드: 새로운 시작,2025-07-02,13475,2187945,127334190
2025-07-29,7,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,12614,95079,114699140
2025-07-29,8,노이즈,2025-06-25,12344,1663431,123836220
2025-07-29,9,슈퍼맨,2025-07-09,5194,851220,50904960
2025-07-29,10,극장판 도라에몽: 진구의 그림이야기,2025-07-16,5009,81336,45780700
2025-07-30,1,좀비딸,2025-07-30,430087,462004,3382105980
2025-07-30,2,F1 더 무비,2025-06-25,118128,2637615,1012627340
2025-07-30,3,전지적 독자 시점,2025-07-23,83986,826340,638804720
2025-07-30,4,판타스틱 4: 새로운 출발,2025-07-24,49817,456094,418099820
2025-07-30,5,배드 가이즈 2,2025-07-30,41505,52241,353484000
2025-07-30,6,킹 오브 킹스,2025-07-16,40873,845084,334655050
2025-07-30,7,명탐정 코난: 척안의 잔상,2025-07-16,30317,591914,257162880
2025-07-30,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,12178,107257,108085500
2025-07-30,9,노이즈,2025-06-25,9231,1672662,76230200
2025-07-30,10,쥬라기 월드: 새로운 시작,2025-07-02,6167,2194112,50536900
2025-07-31,1,좀비딸,2025-07-30,240977,702981,2239085420
2025-07-31,2,F1 더 무비,2025-06-25,74681,2712296,766131070
2025-07-31,3,배드 가이즈 2,2025-07-30,33508,85749,293632730
2025-07-31,4,킹 오브 킹스,2025-07-16,31858,876942,291583670
2025-07-31,5,전지적 독자 시점,2025-07-23,31110,857450,289106280
2025-07-31,6,판타스틱 4: 새로운 출발,2025-07-24,17217,473311,184267900
2025-07-31,7,명탐정 코난: 척안의 잔상,2025-07-16,14597,606511,141020400
2025-07-31,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,10157,117414,91729150
2025-07-31,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,5639,13669,49048300
2025-07-31,10,노이즈,2025-06-25,5473,1678135,54361700
2025-08-01,1,좀비딸,2025-07-30,269926,972907,2642987300
2025-08-01,2,F1 더 무비,2025-06-25,89628,2801924,980755430
2025-08-01,3,전지적 독자 시점,2025-07-23,34672,892122,275681760
2025-08-01,4,킹 오브 킹스,2025-07-16,30479,907421,294363790
2025-08-01,5,배드 가이즈 2,2025-07-30,30205,115954,277123280
2025-08-01,6,판타스틱 4: 새로운 출발,2025-07-24,18431,491742,208116700
2025-08-01,7,명탐정 코난: 척안의 잔상,2025-07-16,12885,619396,133240290
2025-08-01,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,9674,127088,91333740
2025-08-01,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,5755,19424,50658200
2025-08-01,10,노이즈,2025-06-25,5310,1683445,56503380
2025-08-02,1,좀비딸,2025-07-30,479554,1452461,4748776780
2025-08-02,2,F1 더 무비,2025-06-25,158388,2960312,1718915120
2025-08-02,3,킹 오브 킹스,2025-07-16,50662,958083,490394390
2025-08-02,4,전지적 독자 시점,2025-07-23,46726,938848,403397380
2025-08-02,5,배드 가이즈 2,2025-07-30,42602,158556,395298390
2025-08-02,6,판타스틱 4: 새로운 출발,2025-07-24,28811,520553,341559680
2025-08-02,7,명탐정 코난: 척안의 잔상,2025-07-16,17343,636739,178985270
2025-08-02,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,13909,140997,134352370
2025-08-02,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,7138,26562,64232100
2025-08-02,10,노이즈,2025-06-25,5980,1689425,62544500
2025-08-03,1,좀비딸,2025-07-30,416247,1868708,4096460710
2025-08-03,2,F1 더 무비,2025-06-25,136329,3096641,1473020630
2025-08-03,3,킹 오브 킹스,2025-07-16,56994,1015077,556527900
2025-08-03,4,배드 가이즈 2,2025-07-30,42372,200928,392952870
2025-08-03,5,전지적 독자 시점,2025-07-23,35027,973875,302703820
2025-08-03,6,판타스틱 4: 새로운 출발,2025-07-24,21084,541637,245565340
2025-08-03,7,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,14768,155765,140610980
2025-08-03,8,명탐정 코난: 척안의 잔상,2025-07-16,14527,651266,148109050
2025-08-03,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,7139,33701,66482500
2025-08-03,10,노이즈,2025-06-25,5413,1694838,57923400
2025-08-04,1,좀비딸,2025-07-30,184865,2053573,1749510760
2025-08-04,2,F1 더 무비,2025-06-25,64765,3161406,669608030
2025-08-04,3,킹 오브 킹스,2025-07-16,16580,1031657,156242310
2025-08-04,4,배드 가이즈 2,2025-07-30,15676,216604,139812800
2025-08-04,5,전지적 독자 시점,2025-07-23,14196,988071,112922600
2025-08-04,6,판타스틱 4: 새로운 출발,2025-07-24,9819,551456,106014120
2025-08-04,7,명탐정 코난: 척안의 잔상,2025-07-16,7701,658967,76628600
2025-08-04,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,5617,161382,51143860
2025-08-04,9,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,3031,36732,27595600
2025-08-04,10,노이즈,2025-06-25,2454,1697292,24818100
2025-08-05,1,좀비딸,2025-07-30,167653,2221226,1560379370
2025-08-05,2,F1 더 무비,2025-06-25,58805,3220211,606853370
2025-08-05,3,킹 오브 킹스,2025-07-16,16639,1048296,151771600
2025-08-05,4,배드 가이즈 2,2025-07-30,14675,231279,128163710
2025-08-05,5,전지적 독자 시점,2025-07-23,13503,1001574,104970880
2025-08-05,6,판타스틱 4: 새로운 출발,2025-07-24,8697,560153,93784630
2025-08-05,7,명탐정 코난: 척안의 잔상,2025-07-16,7842,666809,76885900
2025-08-05,8,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,5250,166632,46541200
2025-08-05,9,노이즈,2025-06-25,2553,1699845,25648700
2025-08-05,10,고고다이노 극장판: 게코도마뱀의 꿈,2025-07-30,2489,39221,22455100
2025-08-06,1,좀비딸,2025-07-30,151530,2372756,1402250710
2025-08-06,2,F1 더 무비,2025-06-25,53650,3273861,586726260
2025-08-06,3,발레리나,2025-08-06,43395,52175,404159440
2025-08-06,4,스머프,2025-08-06,15505,16620,131766240
2025-08-06,5,킹 오브 킹스,2025-07-16,11583,1059879,104121500
2025-08-06,6,배드 가이즈 2,2025-07-30,10978,242257,94935280
2025-08-06,7,강령: 귀신놀이,2025-08-06,9159,10067,86031200
2025-08-06,8,전지적 독자 시점,2025-07-23,7421,1008995,56579100
2025-08-06,9,명탐정 코난: 척안의 잔상,2025-07-16,6723,673532,67507200
2025-08-06,10,야당: 익스텐디드 컷,2025-08-06,5215,5365,45049000
2025-08-07,1,좀비딸,2025-07-30,135685,2508441,1255600400
2025-08-07,2,F1 더 무비,2025-06-25,49999,3323860,542627880
2025-08-07,3,발레리나,2025-08-06,25629,77804,244067220
2025-08-07,4,킹 오브 킹스,2025-07-16,12168,1072047,110465800
2025-08-07,5,스머프,2025-08-06,11033,27653,94113120
2025-08-07,6,배드 가이즈 2,2025-07-30,9672,251929,82901150
2025-08-07,7,전지적 독자 시점,2025-07-23,6435,1015430,49927440
2025-08-07,8,강령: 귀신놀이,2025-08-06,6134,16201,57805000
2025-08-07,9,명탐정 코난: 척안의 잔상,2025-07-16,5164,678696,51026500
2025-08-07,10,판타스틱 4: 새로운 출발,2025-07-24,3985,567810,36404030
2025-08-08,1,좀비딸,2025-07-30,161210,2669651,1554602860
2025-08-08,2,F1 더 무비,2025-06-25,65792,3389652,753707840
2025-08-08,3,발레리나,2025-08-06,27267,105071,273900320
2025-08-08,4,킹 오브 킹스,2025-07-16,13223,1085270,125541990
2025-08-08,5,스머프,2025-08-06,10991,38644,95810080
2025-08-08,6,배드 가이즈 2,2025-07-30,8648,260577,76575400
2025-08-08,7,머티리얼리스트,2025-08-08,7585,8059,63903550
2025-08-08,8,전지적 독자 시점,2025-07-23,6748,1022178,51449600
2025-08-08,9,강령: 귀신놀이,2025-08-06,6369,22570,61988700
2025-08-08,10,명탐정 코난: 척안의 잔상,2025-07-16,4746,683442,49261200
2025-08-09,1,좀비딸,2025-07-30,354254,3023905,3470461650
2025-08-09,2,F1 더 무비,2025-06-25,132816,3522468,1527265620
2025-08-09,3,발레리나,2025-08-06,46277,151348,475571550
2025-08-09,4,킹 오브 킹스,2025-07-16,33303,1118573,318098530
2025-08-09,5,스머프,2025-08-06,25672,64316,234929060
2025-08-09,6,배드 가이즈 2,2025-07-30,21772,282349,200536050
2025-08-09,7,강령: 귀신놀이,2025-08-06,9922,32492,102066600
2025-08-09,8,전지적 독자 시점,2025-07-23,9238,1031416,70166800
2025-08-09,9,명탐정 코난: 척안의 잔상,2025-07-16,9151,692593,94706800
2025-08-09,10,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,7504,183230,72536730
2025-08-10,1,좀비딸,2025-07-30,324844,3348749,3162350820
2025-08-10,2,F1 더 무비,2025-06-25,120212,3642680,1361123650
2025-08-10,3,킹 오브 킹스,2025-07-16,38616,1157189,368021880
2025-08-10,4,발레리나,2025-08-06,35844,187192,365076940
2025-08-10,5,스머프,2025-08-06,26920,91236,245876300
2025-08-10,6,배드 가이즈 2,2025-07-30,23048,305397,212846280
2025-08-10,7,전지적 독자 시점,2025-07-23,13696,1045112,140393120
2025-08-10,8,강령: 귀신놀이,2025-08-06,9862,42354,101891500
2025-08-10,9,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,8171,191401,79513200
2025-08-10,10,명탐정 코난: 척안의 잔상,2025-07-16,7775,700368,79999330
2025-08-11,1,좀비딸,2025-07-30,104952,3453701,985869650
2025-08-11,2,F1 더 무비,2025-06-25,45691,3688371,502740150
2025-08-11,3,발레리나,2025-08-06,14612,201804,144233060
2025-08-11,4,킹 오브 킹스,2025-07-16,6983,1164172,65426060
2025-08-11,5,스머프,2025-08-06,5463,96699,47652410
2025-08-11,6,배드 가이즈 2,2025-07-30,5092,310489,44661800
2025-08-11,7,명탐정 코난: 척안의 잔상,2025-07-16,3868,704236,38979300
2025-08-11,8,강령: 귀신놀이,2025-08-06,3808,46162,38886800
2025-08-11,9,전지적 독자 시점,2025-07-23,3363,1048475,25854600
2025-08-11,10,머티리얼리스트,2025-08-08,2728,23276,24951200
2025-08-12,1,좀비딸,2025-07-30,100261,3553962,931562460
2025-08-12,2,F1 더 무비,2025-06-25,43886,3732257,483093270
2025-08-12,3,발레리나,2025-08-06,14706,216510,141559160
2025-08-12,4,킹 오브 킹스,2025-07-16,7416,1171588,67318780
2025-08-12,5,배드 가이즈 2,2025-07-30,6467,316956,55969600
2025-08-12,6,스머프,2025-08-06,6172,102871,52434650
2025-08-12,7,강령: 귀신놀이,2025-08-06,3943,50105,37881800
2025-08-12,8,명탐정 코난: 척안의 잔상,2025-07-16,3756,707992,37783900
2025-08-12,9,전지적 독자 시점,2025-07-23,3491,1051966,26996300
2025-08-12,10,머티리얼리스트,2025-08-08,2879,26155,24817100
2025-08-13,1,좀비딸,2025-07-30,90507,3644469,841126110
2025-08-13,2,악마가 이사왔다,2025-08-13,48534,53283,448363600
2025-08-13,3,F1 더 무비,2025-06-25,41581,3773838,460352280
2025-08-13,4,식스데이즈,2025-08-13,15344,15908,337568000
2025-08-13,5,긴키 지방의 어느 장소에 대하여,2025-08-13,14146,14146,138286800
2025-08-13,6,발레리나,2025-08-06,8780,225290,85916700
2025-08-13,7,킹 오브 킹스,2025-07-16,5932,1177520,54110800
2025-08-13,8,스머프,2025-08-06,4552,107423,36533120
2025-08-13,9,배드 가이즈 2,2025-07-30,4407,321363,37411900
2025-08-13,10,명탐정 코난: 척안의 잔상,2025-07-16,3068,711060,30421500
2025-08-14,1,좀비딸,2025-07-30,110953,3755422,1033103130
2025-08-14,2,F1 더 무비,2025-06-25,56882,3830720,631740540
2025-08-14,3,악마가 이사왔다,2025-08-13,39110,92393,355183570
2025-08-14,4,긴키 지방의 어느 장소에 대하여,2025-08-13,14359,28505,139953120
2025-08-14,5,발레리나,2025-08-06,11948,237238,116711770
2025-08-14,6,킹 오브 킹스,2025-07-16,7070,1184590,64316550
2025-08-14,7,배드 가이즈 2,2025-07-30,5250,326613,45529100
2025-08-14,8,식스데이즈,2025-08-13,4773,20681,105006000
2025-08-14,9,스머프,2025-08-06,4731,112154,38432870
2025-08-14,10,머티리얼리스트,2025-08-08,3161,31305,25815760
2025-08-15,1,좀비딸,2025-07-30,290709,4046131,2835148970
2025-08-15,2,F1 더 무비,2025-06-25,140886,3971606,1598074170
2025-08-15,3,악마가 이사왔다,2025-08-13,73914,166307,720667880
2025-08-15,4,긴키 지방의 어느 장소에 대하여,2025-08-13,24374,52879,251920180
2025-08-15,5,킹 오브 킹스,2025-07-16,21818,1206408,210550250
2025-08-15,6,스머프,2025-08-06,19243,131397,177210590
2025-08-15,7,발레리나,2025-08-06,19142,256380,196316400
2025-08-15,8,배드 가이즈 2,2025-07-30,17719,344332,163500090
2025-08-15,9,식스데이즈,2025-08-13,5415,26096,119130000
2025-08-15,10,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,5057,202760,50994500
2025-08-16,1,좀비딸,2025-07-30,261583,4307714,2569869840
2025-08-16,2,F1 더 무비,2025-06-25,130471,4102077,1462043500
2025-08-16,3,악마가 이사왔다,2025-08-13,57897,224204,572753440
2025-08-16,4,긴키 지방의 어느 장소에 대하여,2025-08-13,25833,78712,269824960
2025-08-16,5,발레리나,2025-08-06,18151,274531,186195060
2025-08-16,6,킹 오브 킹스,2025-07-16,17779,1224187,168246630
2025-08-16,7,배드 가이즈 2,2025-07-30,12506,356838,116708880
2025-08-16,8,스머프,2025-08-06,12034,143431,110673980
2025-08-16,9,극장판 귀멸의 칼날: 무한성편,2025-08-22,11548,12172,191858500
2025-08-16,10,식스데이즈,2025-08-13,5258,31354,115676000
2025-08-17,1,좀비딸,2025-07-30,211059,4518773,2063574260
2025-08-17,2,F1 더 무비,2025-06-25,103896,4205973,1159259850
2025-08-17,3,악마가 이사왔다,2025-08-13,45855,270059,457626580
2025-08-17,4,긴키 지방의 어느 장소에 대하여,2025-08-13,22932,101644,238754430
2025-08-17,5,킹 오브 킹스,2025-07-16,19531,1243718,179133800
2025-08-17,6,발레리나,2025-08-06,12350,286881,126387710
2025-08-17,7,배드 가이즈 2,2025-07-30,11878,368716,110313980
2025-08-17,8,스머프,2025-08-06,11798,155229,108147630
2025-08-17,9,극장판 귀멸의 칼날: 무한성편,2025-08-22,11460,23632,190379000
2025-08-17,10,독립군: 끝나지 않은 전쟁,2025-08-13,4606,16392,42516500
2025-08-18,1,좀비딸,2025-07-30,61234,4580007,581856240
2025-08-18,2,F1 더 무비,2025-06-25,36659,4242632,402818550
2025-08-18,3,악마가 이사왔다,2025-08-13,15199,285258,140077380
2025-08-18,4,긴키 지방의 어느 장소에 대하여,2025-08-13,10956,112600,110435160
2025-08-18,5,발레리나,2025-08-06,5658,292539,54797000
2025-08-18,6,킹 오브 킹스,2025-07-16,3263,1246981,30437450
2025-08-18,7,스머프,2025-08-06,2664,157893,22952700
2025-08-18,8,배드 가이즈 2,2025-07-30,2522,371238,22227700
2025-08-18,9,독립군: 끝나지 않은 전쟁,2025-08-13,2317,18709,20602820
2025-08-18,10,머티리얼리스트,2025-08-08,1762,43685,14620000
2025-08-19,1,좀비딸,2025-07-30,53951,4633958,506850180
2025-08-19,2,F1 더 무비,2025-06-25,34652,4277284,388850910
2025-08-19,3,악마가 이사왔다,2025-08-13,15336,300594,138681960
2025-08-19,4,긴키 지방의 어느 장소에 대하여,2025-08-13,10584,123184,106584850
2025-08-19,5,발레리나,2025-08-06,5271,297810,51198500
2025-08-19,6,킹 오브 킹스,2025-07-16,3350,1250331,30358300
2025-08-19,7,스머프,2025-08-06,2578,160471,21193700
2025-08-19,8,독립군: 끝나지 않은 전쟁,2025-08-13,2476,21185,22936100
2025-08-19,9,배드 가이즈 2,2025-07-30,2385,373623,20632650
2025-08-19,10,백! 스테이지, ,2286,3881,11430000
2025-08-20,1,좀비딸,2025-07-30,50380,4684338,475149940
2025-08-20,2,F1 더 무비,2025-06-25,37646,4314930,420377440
2025-08-20,3,악마가 이사왔다,2025-08-13,17549,318143,153599560
2025-08-20,4,긴키 지방의 어느 장소에 대하여,2025-08-13,10273,133457,104476950
2025-08-20,5,발레리나,2025-08-06,5155,302965,50606800
2025-08-20,6,어글리 시스터,2025-08-20,5011,5211,45932400
2025-08-20,7,킹 오브 킹스,2025-07-16,2465,1252796,22495300
2025-08-20,8,로마의 휴일,2025-08-20,2319,28254,20943600
2025-08-20,9,스머프,2025-08-06,2227,162698,17149300
2025-08-20,10,식스데이즈,2025-08-13,1903,37119,41866000
2025-08-21,1,좀비딸,2025-07-30,46998,4731336,438391990
2025-08-21,2,F1 더 무비,2025-06-25,39199,4354129,441919350
2025-08-21,3,악마가 이사왔다,2025-08-13,15634,333777,140690780
2025-08-21,4,긴키 지방의 어느 장소에 대하여,2025-08-13,9463,142920,97096740
2025-08-21,5,발레리나,2025-08-06,4975,307940,48354140
